name,lat,lon,coordinates
Newport Avenue,33.787575,-118.1513278,"[(33.787575, -118.1513278), (33.7876745, -118.1513259), (33.7884016, -118.1513184), (33.7884674, -118.1513177), (33.7887113, -118.1513149), (33.7893409, -118.1513078), (33.7894666, -118.1513064), (33.7896596, -118.1513038), (33.7897261, -118.1513033), (33.789853, -118.151302)]"
Atherton Street,33.7886673,-118.1162192,"[(33.7886673, -118.1162192), (33.7886695, -118.1130354)]"
Harbor Plaza,33.7558067,-118.2057156,"[(33.7558067, -118.2057156), (33.7557942, -118.2047007)]"
Harbor Plaza,33.7559361,-118.2056743,"[(33.7559361, -118.2056743), (33.7559105, -118.205881), (33.7557873, -118.2060018)]"
Pier T Avenue,33.7576519,-118.2215809,"[(33.7576519, -118.2215809), (33.757538, -118.222018), (33.757535, -118.222071), (33.757542, -118.222126), (33.757563, -118.222182), (33.757595, -118.222228), (33.757635, -118.222262), (33.7579084, -118.2223823), (33.758026, -118.222434), (33.758114, -118.222493), (33.758183, -118.222548), (33.7584484, -118.2228138), (33.7588, -118.223166), (33.758948, -118.223259), (33.759119, -118.223351), (33.759296, -118.223428), (33.759476, -118.223489), (33.7595224, -118.2235089), (33.759726, -118.223596), (33.75992, -118.223711), (33.759967, -118.223745), (33.760042, -118.223817), (33.7600631, -118.2238445), (33.760104, -118.223898), (33.760158, -118.223993), (33.760261, -118.224257), (33.760281, -118.224357), (33.760276, -118.224416)]"
Daisy Avenue,33.7971363,-118.1992649,"[(33.7971363, -118.1992649), (33.7970054, -118.199361), (33.7968978, -118.1994285), (33.7967614, -118.1994659), (33.7953981, -118.1994743), (33.7953171, -118.199477), (33.7935729, -118.1994664), (33.7934847, -118.1994669)]"
Technology Plaza,33.790646,-118.221386,"[(33.790646, -118.221386), (33.7903691, -118.221386), (33.789861, -118.2213964)]"
Technology Place,33.7906803,-118.2221354,"[(33.7906803, -118.2221354), (33.7906532, -118.22207), (33.7906453, -118.2219982), (33.7906456, -118.221726), (33.790646, -118.221386)]"
West 20th Street,33.7918912,-118.2165527,"[(33.7918912, -118.2165527), (33.7917976, -118.2166224), (33.7917417, -118.2167356), (33.7917384, -118.2185532), (33.7917942, -118.2187152), (33.7919108, -118.2187943), (33.7920601, -118.2188027), (33.7921554, -118.2188081), (33.7922901, -118.2187923), (33.7923607, -118.2187397), (33.7925737, -118.2183057), (33.7926989, -118.2182272), (33.7929288, -118.2182253), (33.7929977, -118.2181798), (33.793024, -118.218081), (33.7930158, -118.2169766)]"
East Anaheim Street,33.7812906,-118.2396591,"[(33.7812906, -118.2396591), (33.7816004, -118.2353547)]"
Manila Avenue,33.770029,-118.1212642,"[(33.770029, -118.1212642), (33.7716958, -118.1212702), (33.7728745, -118.1212679), (33.7729319, -118.1212682), (33.7730294, -118.1212682), (33.7734462, -118.1212691), (33.7735127, -118.1212692), (33.7735767, -118.1212679), (33.773964, -118.1212603)]"
Golden Shore,33.7658836,-118.2018558,"[(33.7658836, -118.2018558), (33.7653424, -118.2018521)]"
Golden Shore,33.7653424,-118.2018521,"[(33.7653424, -118.2018521), (33.7652922, -118.2018524), (33.764953, -118.2018555)]"
Pacific Avenue,33.7774925,-118.1937383,"[(33.7774925, -118.1937383), (33.777419, -118.1937867), (33.7772816, -118.1937901), (33.7770853, -118.1937877), (33.7766735, -118.1937974), (33.7765583, -118.193807)]"
Pacific Avenue,33.7675081,-118.1937303,"[(33.7675081, -118.1937303), (33.7679304, -118.1937349), (33.767984, -118.1937365)]"
Pico Avenue,33.763751,-118.208718,"[(33.763751, -118.208718), (33.763692, -118.208608), (33.763628, -118.208449), (33.763601, -118.208355), (33.763406, -118.207612), (33.763349, -118.207447), (33.763295, -118.207321), (33.763223, -118.207184), (33.7632, -118.20714), (33.763176, -118.207103), (33.763109, -118.207), (33.763031, -118.206899), (33.762988, -118.206848), (33.762943, -118.206796), (33.762827, -118.206683), (33.762652, -118.2065496), (33.7624632, -118.2064411), (33.7619855, -118.2061885)]"
Pico Avenue,33.7647569,-118.2092719,"[(33.7647569, -118.2092719), (33.7646912, -118.2092631), (33.764474, -118.209234), (33.764365, -118.209211), (33.764225, -118.209158), (33.764124, -118.209104), (33.763998, -118.209012), (33.763912, -118.20893), (33.763821, -118.208822), (33.763751, -118.208718)]"
West Anaheim Street,33.7825296,-118.2220804,"[(33.7825296, -118.2220804), (33.7822439, -118.2262856)]"
Wilmington Avenue,33.8239242,-118.2427353,"[(33.8239242, -118.2427353), (33.8234544, -118.2430888), (33.822993, -118.243436), (33.822752, -118.243641), (33.8218465, -118.2444134)]"
Wilmington Avenue,33.8244014,-118.2423516,"[(33.8244014, -118.2423516), (33.8242509, -118.2424699)]"
Wilmington Avenue,33.8238091,-118.2426033,"[(33.8238091, -118.2426033), (33.824025, -118.242422), (33.8241147, -118.2423459), (33.8241409, -118.2423236), (33.8242541, -118.2422525)]"
Farragut Avenue,33.7836009,-118.2275752,"[(33.7836009, -118.2275752), (33.7837421, -118.2279409), (33.7839497, -118.2283412), (33.7840352, -118.2284833), (33.784094, -118.22853), (33.7841613, -118.2285503), (33.7849199, -118.2286239), (33.7852904, -118.2286527), (33.7854551, -118.2286155), (33.7855922, -118.2285151), (33.7856837, -118.2283897), (33.7857426, -118.2282256), (33.7857799, -118.2279296)]"
Pier A Way,33.7746032,-118.2383632,"[(33.7746032, -118.2383632), (33.774563, -118.2382083), (33.77439, -118.237542), (33.774366, -118.237414), (33.774347, -118.237232), (33.7743466, -118.2371614), (33.774346, -118.237075), (33.7746327, -118.2331332), (33.774646, -118.2328144), (33.774646, -118.2325187), (33.7746367, -118.2322407), (33.774621, -118.2319839), (33.7745533, -118.2313641), (33.7745372, -118.2311796)]"
Pier D Avenue,33.7627989,-118.2160832,"[(33.7627989, -118.2160832), (33.7626515, -118.2160608), (33.7622388, -118.2161404), (33.7619172, -118.2161791), (33.7618855, -118.2161829), (33.7595347, -118.2162254), (33.7582967, -118.216278), (33.7582418, -118.216281), (33.7581371, -118.2163464)]"
Carson Street,33.8324191,-118.1720267,"[(33.8324191, -118.1720267), (33.8324199, -118.1687101)]"
Centralia Street,33.8427005,-118.160955,"[(33.8427005, -118.160955), (33.842692, -118.160111), (33.842691, -118.159894)]"
Centralia Street,33.8426861,-118.1596795,"[(33.8426861, -118.1596795), (33.842696, -118.15857), (33.8427, -118.157556), (33.8427064, -118.1563079)]"
Elkport Street,33.8413016,-118.1596885,"[(33.8413016, -118.1596885), (33.8413, -118.158553), (33.841304, -118.157527), (33.8413113, -118.156407)]"
Fairman Street,33.841994,-118.159679,"[(33.841994, -118.159679), (33.841998, -118.158551), (33.842002, -118.157519), (33.842007, -118.1564057)]"
Flangel Street,33.8377859,-118.1597024,"[(33.8377859, -118.1597024), (33.837766, -118.158103), (33.8377651, -118.1567739), (33.837765, -118.1566217)]"
Frankel Street,33.840598,-118.159684,"[(33.840598, -118.159684), (33.840601, -118.158556), (33.840605, -118.157529), (33.8406122, -118.1564018)]"
Freckles Road,33.835677,-118.159706,"[(33.835677, -118.159706), (33.835673, -118.158406), (33.8356734, -118.1570984)]"
Greenmeadow Road,33.834281,-118.159712,"[(33.834281, -118.159712), (33.8342626, -118.1579992)]"
Greentop Street,33.8399,-118.159688,"[(33.8399, -118.159688), (33.8399002, -118.1596218), (33.839903, -118.15856), (33.8399033, -118.1584899), (33.839907, -118.157533), (33.8399002, -118.1565323), (33.8398993, -118.1564045)]"
Harvey Way,33.8370819,-118.159701,"[(33.8370819, -118.159701), (33.8370769, -118.1583055), (33.8370747, -118.1571789), (33.8370744, -118.1570536)]"
Loomis Street,33.8448072,-118.1596737,"[(33.8448072, -118.1596737), (33.844807, -118.158222), (33.844812, -118.15689), (33.844819, -118.15512)]"
Paramount Boulevard,33.8339453,-118.1601769,"[(33.8339453, -118.1601769), (33.8361803, -118.1601693), (33.8362632, -118.1601698), (33.8363496, -118.1601683), (33.8385614, -118.1601517), (33.8398981, -118.1601356), (33.842047, -118.160114), (33.8426152, -118.1601114), (33.842692, -118.160111), (33.8427834, -118.1601107), (33.843479, -118.160108), (33.845493, -118.1601)]"
Sandwood Street,33.844104,-118.159671,"[(33.844104, -118.159671), (33.844109, -118.158239), (33.844114, -118.156897), (33.844119, -118.155563)]"
Barlin Avenue,33.847312,-118.149053,"[(33.847312, -118.149053), (33.848669, -118.149047), (33.850487, -118.149039), (33.852025, -118.149033), (33.8536852, -118.1490544)]"
Coke Avenue,33.8472975,-118.1472278,"[(33.8472975, -118.1472278), (33.848067, -118.147218), (33.8481323, -118.1472347), (33.848168, -118.1472776), (33.848185, -118.147358), (33.848188, -118.147672)]"
Downey Avenue,33.849292,-118.150987,"[(33.849292, -118.150987), (33.8501606, -118.1509846), (33.8502535, -118.1509843), (33.8503578, -118.1509839), (33.852002, -118.150977), (33.853578, -118.150971)]"
Downey Avenue,33.8495473,-118.151378,"[(33.8495473, -118.151378), (33.8501629, -118.1513751), (33.8502556, -118.1513747), (33.8503461, -118.1513744), (33.8519987, -118.1513688), (33.8535747, -118.1513568)]"
Navy Way,33.7290287,-118.2383118,"[(33.7290287, -118.2383118), (33.7289634, -118.2383063), (33.7288426, -118.2382994), (33.7287296, -118.2383018), (33.7286469, -118.2383072), (33.7285285, -118.2383233), (33.7283811, -118.2383662), (33.7282323, -118.2384277), (33.7280679, -118.238524), (33.7279571, -118.2386064), (33.7278574, -118.2386941), (33.72778, -118.2387732), (33.7276955, -118.238877), (33.7276127, -118.2389906), (33.7275165, -118.2391488), (33.7274547, -118.2392881), (33.7273653, -118.2395254), (33.7271605, -118.2400549), (33.7270452, -118.2403606), (33.7269618, -118.2405842), (33.7268996, -118.2407851), (33.7267912, -118.2411459), (33.7251602, -118.2468293), (33.7244926, -118.2491144), (33.7242378, -118.2499598), (33.7239275, -118.2509106), (33.723865, -118.2511339), (33.7238092, -118.2513351), (33.7237869, -118.2514122), (33.723759, -118.2514947), (33.72372, -118.2515698), (33.7236798, -118.2516321), (33.7236358, -118.2516838), (33.7235912, -118.2517233), (33.7235426, -118.2517508), (33.7234997, -118.2517629), (33.7234445, -118.2517716), (33.7233993, -118.2517716), (33.7233547, -118.2517662), (33.7233173, -118.2517568), (33.7232722, -118.2517401), (33.7232387, -118.2517186), (33.7231997, -118.2516784), (33.7231573, -118.2516254), (33.7230981, -118.2515342), (33.7229005, -118.2512155), (33.7228382, -118.2511151), (33.7226946, -118.2508925), (33.7226377, -118.2508187), (33.722582, -118.2507584), (33.7224816, -118.2506766), (33.722389, -118.2506082), (33.7222038, -118.2504754), (33.7219016, -118.2502605), (33.7218079, -118.2501938), (33.7217442, -118.2501474)]"
Navy Way,33.7305368,-118.2389073,"[(33.7305368, -118.2389073), (33.7300023, -118.2386868), (33.729319, -118.2383996), (33.7290287, -118.2383118)]"
East Spring Street,33.8129307,-118.1402574,"[(33.8129307, -118.1402574), (33.8129411, -118.1404384), (33.8129542, -118.1407286), (33.8129457, -118.1410041), (33.8129123, -118.1412885), (33.8128588, -118.141562), (33.812736, -118.1420021), (33.8125598, -118.1424341)]"
Temple Avenue,33.8115613,-118.1590011,"[(33.8115613, -118.1590011), (33.8108852, -118.1590004), (33.8106477, -118.1589997), (33.8105074, -118.1589993), (33.8104316, -118.1589991)]"
East Spring Street,33.8107427,-118.1452727,"[(33.8107427, -118.1452727), (33.8124997, -118.1423482)]"
East Spring Street,33.8103039,-118.147332,"[(33.8103039, -118.147332), (33.8102987, -118.1468843), (33.8103348, -118.1465478), (33.8104287, -118.1461438), (33.8105515, -118.1457198), (33.8106601, -118.1454543), (33.8107427, -118.1452727)]"
East Spring Street,33.8116295,-118.1595741,"[(33.8116295, -118.1595741), (33.8116113, -118.1593062), (33.8116028, -118.1592471), (33.8115839, -118.1591165), (33.8115814, -118.1591038), (33.8115613, -118.1590011)]"
East Spring Street,33.8108319,-118.1453448,"[(33.8108319, -118.1453448), (33.8107653, -118.1455051), (33.8106553, -118.1457697), (33.8105349, -118.1461672), (33.8104698, -118.1465356)]"
East Spring Street,33.8117676,-118.1632757,"[(33.8117676, -118.1632757), (33.8117484, -118.1639779), (33.8117401, -118.164311)]"
Temple Avenue,33.8098275,-118.1588947,"[(33.8098275, -118.1588947), (33.8103413, -118.1589053), (33.8103712, -118.1589059)]"
Temple Avenue,33.8097662,-118.1589973,"[(33.8097662, -118.1589973), (33.8096217, -118.1589946), (33.8094666, -118.1589385)]"
East Spring Street,33.8117704,-118.1615656,"[(33.8117704, -118.1615656), (33.8117739, -118.1620661), (33.8117696, -118.1626458)]"
Temple Avenue,33.8104316,-118.1589991,"[(33.8104316, -118.1589991), (33.8098776, -118.1589994)]"
East Spring Street,33.8117182,-118.1590028,"[(33.8117182, -118.1590028), (33.8117343, -118.1590803), (33.8117637, -118.1592838), (33.8117783, -118.1595307), (33.8117784, -118.1595532), (33.8117855, -118.1607524), (33.8117742, -118.1609749)]"
East Spring Street,33.8107346,-118.1300748,"[(33.8107346, -118.1300748), (33.8107341, -118.130453), (33.8107324, -118.1313156), (33.8107446, -118.1321319), (33.8107547, -118.1329571), (33.8107552, -118.1337209), (33.8107739, -118.1337601)]"
Barbara London Drive,33.8188612,-118.1426917,"[(33.8188612, -118.1426917), (33.8187857, -118.1427311), (33.8187191, -118.1427659), (33.8185588, -118.1428105), (33.8184241, -118.1428374)]"
Bixby Terrace Drive,33.7745448,-118.1087038,"[(33.7745448, -118.1087038), (33.7745992, -118.1086462), (33.7746279, -118.1085912), (33.7746288, -118.1085098), (33.7746026, -118.1084508), (33.7745116, -118.1083569), (33.7744689, -118.1082954), (33.7744483, -118.1082139), (33.7744475, -118.1065504), (33.7744686, -118.1060525), (33.7745129, -118.1056338), (33.77459, -118.1051522), (33.7746167, -118.1048101), (33.7746559, -118.104653), (33.7747116, -118.1045315)]"
De Ora Way,33.7960492,-118.138922,"[(33.7960492, -118.138922), (33.795985, -118.1389262), (33.7959107, -118.1389316), (33.7957872, -118.1389971), (33.7956744, -118.1391087), (33.795446, -118.1395946), (33.7951427, -118.140234), (33.794934, -118.1406846), (33.7944804, -118.1415907), (33.7943244, -118.1419597), (33.7942733, -118.1423014), (33.7942722, -118.1424811)]"
North Pacific Place,33.8253325,-118.2003275,"[(33.8253325, -118.2003275), (33.8252025, -118.2002876), (33.8251415, -118.2002574), (33.8250874, -118.2002307)]"
Roswell Avenue,33.7603646,-118.1439776,"[(33.7603646, -118.1439776), (33.7594264, -118.1445442), (33.7591899, -118.1446903), (33.7591616, -118.1447072), (33.759099, -118.1447577)]"
East San Antonio Drive,33.8455343,-118.1689565,"[(33.8455343, -118.1689565), (33.8451109, -118.1697695), (33.8446622, -118.1705663), (33.8444675, -118.170945), (33.8443726, -118.1711295), (33.8442284, -118.1713951), (33.8439726, -118.1718385)]"
Atherton Street,33.7887495,-118.1029235,"[(33.7887495, -118.1029235), (33.7888676, -118.1028431), (33.7888754, -118.1027659), (33.7888718, -118.1021326), (33.788871, -118.1019975), (33.7888706, -118.1019223), (33.7888664, -118.1011767), (33.7888617, -118.1003506), (33.7888653, -118.0996347), (33.788885, -118.0995541)]"
Ostrom Avenue,33.7888664,-118.1011767,"[(33.7888664, -118.1011767), (33.7889347, -118.1011754), (33.7889754, -118.1011751), (33.7896104, -118.1011706)]"
Atherton Street,33.7886297,-118.1019923,"[(33.7886297, -118.1019923), (33.7886309, -118.1004315), (33.7886326, -118.0999031)]"
Stearns Street,33.7955152,-118.1037292,"[(33.7955152, -118.1037292), (33.7955137, -118.1032775)]"
Clark Avenue,33.7964245,-118.1343084,"[(33.7964245, -118.1343084), (33.7964758, -118.1342907), (33.7979391, -118.1342857), (33.7996939, -118.1342752), (33.8023746, -118.1342633)]"
Senasac Avenue,33.7930798,-118.1144664,"[(33.7930798, -118.1144664), (33.7932849, -118.1144074), (33.7934083, -118.1143947), (33.7958327, -118.1143833)]"
Faust Avenue,33.7992723,-118.1153727,"[(33.7992723, -118.1153727), (33.796162, -118.1153864)]"
Conquista Avenue,33.7900365,-118.1091228,"[(33.7900365, -118.1091228), (33.7888995, -118.1091171)]"
Gondar Avenue,33.7992718,-118.1137011,"[(33.7992718, -118.1137011), (33.7961612, -118.1137128)]"
Fanwood Avenue,33.7992783,-118.1162089,"[(33.7992783, -118.1162089), (33.7961613, -118.1162122), (33.7959995, -118.1161981)]"
North College Place,33.7903997,-118.1143936,"[(33.7903997, -118.1143936), (33.7889823, -118.1144119), (33.7889091, -118.1144127)]"
Senasac Avenue,33.7992668,-118.1145367,"[(33.7992668, -118.1145367), (33.7961626, -118.1145489)]"
Faust Avenue,33.7903002,-118.1153217,"[(33.7903002, -118.1153217), (33.7889872, -118.1153219), (33.7889141, -118.115322)]"
Tevis Avenue,33.7901806,-118.1108711,"[(33.7901806, -118.1108711), (33.788902, -118.1108554)]"
North College Circle,33.7903001,-118.113521,"[(33.7903001, -118.113521), (33.7889838, -118.1135144), (33.7889071, -118.1135132)]"
Snowden Avenue,33.7902251,-118.1117138,"[(33.7902251, -118.1117138), (33.788911, -118.111725)]"
Lomina Avenue,33.7961485,-118.1196475,"[(33.7961485, -118.1196475), (33.7976806, -118.1196301), (33.7978455, -118.1195657), (33.7980929, -118.1192592)]"
Sarah Court,33.7978963,-118.1559166,"[(33.7978963, -118.1559166), (33.7980707, -118.1558318), (33.7981765, -118.1558117), (33.7983047, -118.1558077), (33.7985232, -118.1559311), (33.7986413, -118.1560652), (33.7989043, -118.156261), (33.7989645, -118.1562583), (33.7990537, -118.1561296)]"
Amelia Court,33.8005673,-118.1584025,"[(33.8005673, -118.1584025), (33.8003957, -118.1584615), (33.8003165, -118.1584588), (33.7997381, -118.1582469), (33.7991697, -118.1580673), (33.7989982, -118.1579787), (33.7988766, -118.1578695), (33.7986703, -118.1575619), (33.7986148, -118.1574423), (33.798597, -118.1572545), (33.7986393, -118.1569059), (33.7986136, -118.1568482), (33.798042, -118.156592), (33.7979417, -118.1565625), (33.797692, -118.1565893)]"
Dudley Circle,33.7957384,-118.1545889,"[(33.7957384, -118.1545889), (33.7957504, -118.154917), (33.7958574, -118.1551104), (33.7959846, -118.1551946), (33.7961115, -118.1551908), (33.796321, -118.1550674), (33.7964197, -118.1550643), (33.7965808, -118.1550881), (33.7966801, -118.1551248), (33.7967246, -118.1552053), (33.7966999, -118.1554054)]"
Espanita Street,33.7857441,-118.10279,"[(33.7857441, -118.10279), (33.7857419, -118.101576), (33.7857238, -118.1014618), (33.7856772, -118.1013667), (33.7853295, -118.100908)]"
Maxson Court,33.8004425,-118.1577159,"[(33.8004425, -118.1577159), (33.800175, -118.1572384), (33.7999387, -118.1569273), (33.7996512, -118.1567019), (33.7993077, -118.1563629), (33.7990537, -118.1561296)]"
